## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	25937
## Reversed:	none
## [Run]
## Description:	Run7
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
5563662014	SMP	1	509.41	487.64	00:01:44:14		Fixation
5563728482	SMP	1	509.89	488.26	00:01:44:16		Saccade
5563761541	SMP	1	515.95	501.32	00:01:44:16		Saccade
5563794747	SMP	1	516.76	494.66	00:01:44:17		Fixation
5563827975	SMP	1	516.70	491.93	00:01:44:18		Fixation
5563862089	SMP	1	516.03	492.77	00:01:44:19		Saccade
5563894956	SMP	1	519.88	578.87	00:01:44:19		Saccade
5563927825	SMP	1	518.63	586.02	00:01:44:20		Fixation
5563961444	SMP	1	519.17	584.60	00:01:44:21		Fixation
5563994536	SMP	1	518.84	584.53	00:01:44:22		Fixation
5564027745	SMP	1	519.85	584.11	00:01:44:23		Fixation
5564061566	SMP	1	519.14	584.55	00:01:45:00		Fixation
5564095089	SMP	1	517.90	584.29	00:01:45:01		Fixation
5564127517	SMP	1	519.28	583.26	00:01:45:01		Fixation
5564161434	SMP	1	519.09	583.91	00:01:45:02		Fixation
5564194258	SMP	1	519.50	584.48	00:01:45:03		Fixation
5564227863	SMP	1	527.51	624.66	00:01:45:04		Saccade
5564261493	SMP	1	530.74	728.33	00:01:45:05		Saccade
5564293775	SMP	1	529.47	722.42	00:01:45:05		Fixation
5564327386	SMP	1	530.65	722.03	00:01:45:06		Fixation
5564360399	SMP	1	536.21	723.14	00:01:45:07		Fixation
5564393579	SMP	1	529.90	722.38	00:01:45:08		Fixation
5564427161	SMP	1	528.77	721.35	00:01:45:09		Fixation
5564460562	SMP	1	529.56	721.60	00:01:45:09		Fixation
5564493584	SMP	1	528.95	722.05	00:01:45:10		Fixation
5564527486	SMP	1	528.09	721.36	00:01:45:11		Fixation
5564560225	SMP	1	527.73	720.89	00:01:45:12		Saccade
5564593393	SMP	1	539.22	746.76	00:01:45:12		Saccade
5564626800	SMP	1	534.38	749.18	00:01:45:13		Fixation
5564660122	SMP	1	532.01	748.78	00:01:45:14		Fixation
5564693295	SMP	1	532.43	748.65	00:01:45:15		Fixation
5564726330	SMP	1	536.65	748.34	00:01:45:15		Fixation
5564759688	SMP	1	511.62	562.31	00:01:45:16		Saccade
5564793587	SMP	1	497.50	364.27	00:01:45:17		Saccade
5564827029	SMP	1	481.39	354.96	00:01:45:18		Fixation
5564859807	SMP	1	483.19	352.29	00:01:45:19		Fixation
5564893825	SMP	1	484.47	347.47	00:01:45:20		Fixation
5564928842	SMP	1	485.78	345.35	00:01:45:20		Fixation
5564960001	SMP	1	485.50	344.46	00:01:45:21		Fixation
5565026221	SMP	1	485.95	341.66	00:01:45:23		Fixation
5565059127	SMP	1	485.15	341.31	00:01:46:00		Blink
5565092572	SMP	1	485.91	384.56	00:01:46:00		Blink
5565126295	SMP	1	488.37	403.75	00:01:46:01		Blink
5565160317	SMP	1	490.76	416.76	00:01:46:02		Blink
5565192480	SMP	1	0.00	0.00	00:01:46:03		Blink
5565225975	SMP	1	1099.35	1057.38	00:01:46:04		Blink
5565259796	SMP	1	507.69	524.09	00:01:46:05		Blink
5565292598	SMP	1	506.89	525.08	00:01:46:05		Blink
5565325262	SMP	1	501.54	510.38	00:01:46:06		Blink
5565359122	SMP	1	501.25	512.35	00:01:46:07		Fixation
5565392783	SMP	1	503.75	512.94	00:01:46:08		Fixation
5565425397	SMP	1	500.86	513.39	00:01:46:08		Fixation
5565458733	SMP	1	504.06	514.15	00:01:46:09		Fixation
5565491797	SMP	1	504.95	515.60	00:01:46:10		Fixation
5565525006	SMP	1	505.35	525.96	00:01:46:11		Saccade
5565558901	SMP	1	506.68	603.16	00:01:46:11		Saccade
5565591675	SMP	1	511.76	604.94	00:01:46:12		Fixation
5565625660	SMP	1	512.29	602.81	00:01:46:13		Fixation
5565658443	SMP	1	508.09	605.60	00:01:46:14		Fixation
5565725400	SMP	1	507.88	603.99	00:01:46:16		Fixation
5565791698	SMP	1	507.83	602.92	00:01:46:17		Saccade
5565825684	SMP	1	512.64	683.07	00:01:46:18		Saccade
5565857997	SMP	1	516.76	686.22	00:01:46:19		Fixation
5565891223	SMP	1	515.59	684.98	00:01:46:20		Fixation
5565924298	SMP	1	514.02	685.92	00:01:46:20		Fixation
5565957643	SMP	1	518.03	687.66	00:01:46:21		Fixation
5565991090	SMP	1	517.79	684.28	00:01:46:22		Fixation
5566024281	SMP	1	516.32	686.41	00:01:46:23		Fixation
5566057481	SMP	1	514.39	694.93	00:01:47:00		Fixation
5566090950	SMP	1	524.20	764.83	00:01:47:01		Blink
5566157253	SMP	1	522.71	763.08	00:01:47:02		Blink
5566191059	SMP	1	521.80	762.22	00:01:47:03		Blink
5566225052	SMP	1	506.82	709.52	00:01:47:04		Blink
5566257350	SMP	1	474.91	364.56	00:01:47:04		Blink
5566290559	SMP	1	474.63	339.60	00:01:47:05		Blink
5566323783	SMP	1	469.52	342.38	00:01:47:06		Blink
5566357451	SMP	1	468.50	340.75	00:01:47:07		Blink
5566390678	SMP	1	468.09	338.46	00:01:47:07		Fixation
5566423520	SMP	1	468.40	337.89	00:01:47:08		Fixation
5566456759	SMP	1	465.61	337.76	00:01:47:09		Fixation
5566523357	SMP	1	470.63	333.12	00:01:47:11		Fixation
5566589913	SMP	1	469.85	330.76	00:01:47:12		Fixation
5566623065	SMP	1	468.92	333.23	00:01:47:13		Saccade
5566656604	SMP	1	476.05	417.40	00:01:47:14		Saccade
5566689912	SMP	1	473.73	410.66	00:01:47:15		Fixation
5566723465	SMP	1	472.99	410.78	00:01:47:15		Fixation
5566756303	SMP	1	472.32	412.85	00:01:47:16		Fixation
5566789611	SMP	1	473.79	412.76	00:01:47:17		Fixation
5566823515	SMP	1	475.23	413.60	00:01:47:18		Fixation
5566856376	SMP	1	474.11	414.95	00:01:47:19		Fixation
5566889295	SMP	1	472.99	414.58	00:01:47:20		Saccade
5566923032	SMP	1	488.57	443.85	00:01:47:21		Saccade
5566956518	SMP	1	475.93	453.49	00:01:47:21		Blink
5566989118	SMP	1	475.35	450.54	00:01:47:22		Blink
5567022634	SMP	1	476.36	450.24	00:01:47:23		Blink
5567055735	SMP	1	476.47	459.35	00:01:48:00		Blink
5567089117	SMP	1	-603.76	3108.91	00:01:48:00		Blink
5567122480	SMP	1	-542.41	3619.11	00:01:48:01		Blink
5567156204	SMP	1	488.43	490.70	00:01:48:02		Blink
5567188877	SMP	1	491.46	489.42	00:01:48:03		Blink
5567222368	SMP	1	477.59	484.19	00:01:48:03		Blink
5567255340	SMP	1	475.48	481.10	00:01:48:04		Blink
5567288791	SMP	1	476.17	483.42	00:01:48:05		Blink
5567322174	SMP	1	475.10	481.65	00:01:48:06		Fixation
5567355476	SMP	1	474.93	480.38	00:01:48:07		Fixation
5567388853	SMP	1	474.72	478.49	00:01:48:08		Fixation
5567422828	SMP	1	475.25	480.16	00:01:48:08		Fixation
5567455197	SMP	1	473.67	480.81	00:01:48:09		Fixation
5567488758	SMP	1	476.32	477.77	00:01:48:10		Fixation
5567521916	SMP	1	477.14	481.26	00:01:48:11		Saccade
5567588246	SMP	1	483.09	553.86	00:01:48:12		Saccade
5567621470	SMP	1	481.96	553.50	00:01:48:13		Fixation
5567654961	SMP	1	481.92	554.54	00:01:48:14		Fixation
5567688252	SMP	1	481.95	555.53	00:01:48:14		Fixation
5567721767	SMP	1	486.76	551.82	00:01:48:15		Fixation
5567754447	SMP	1	485.95	554.52	00:01:48:17		Fixation
5567788153	SMP	1	486.61	553.04	00:01:48:17		Saccade
5567820952	SMP	1	489.43	627.25	00:01:48:18		Saccade
5567854462	SMP	1	488.94	624.19	00:01:48:19		Fixation
5567887621	SMP	1	488.90	624.56	00:01:48:19		Fixation
5567920934	SMP	1	488.49	623.20	00:01:48:20		Fixation
5567954438	SMP	1	486.19	627.62	00:01:48:21		Fixation
5567987468	SMP	1	487.39	625.94	00:01:48:22		Fixation
5568020837	SMP	1	486.56	624.09	00:01:48:23		Fixation
5568054004	SMP	1	488.23	625.24	00:01:48:23		Saccade
5568087214	SMP	1	496.15	705.28	00:01:49:00		Saccade
5568122166	SMP	1	493.60	706.09	00:01:49:01		Fixation
5568153951	SMP	1	493.58	703.31	00:01:49:02		Fixation
5568187527	SMP	1	493.16	704.09	00:01:49:03		Fixation
5568220494	SMP	1	493.16	707.17	00:01:49:03		Fixation
5568255065	SMP	1	492.89	704.95	00:01:49:04		Fixation
5568287332	SMP	1	499.09	705.19	00:01:49:05		Saccade
5568320418	SMP	1	491.64	546.64	00:01:49:06		Saccade
5568355133	SMP	1	453.06	355.90	00:01:49:07		Saccade
5568420131	SMP	1	448.81	357.64	00:01:49:08		Fixation
5568453197	SMP	1	446.76	357.64	00:01:49:09		Fixation
5568486629	SMP	1	446.70	355.03	00:01:49:10		Fixation
5568519868	SMP	1	448.69	352.58	00:01:49:11		Fixation
5568553004	SMP	1	447.31	353.01	00:01:49:11		Fixation
5568586389	SMP	1	447.52	354.44	00:01:49:13		Fixation
5568620873	SMP	1	447.72	353.88	00:01:49:13		Saccade
5568653149	SMP	1	451.20	372.93	00:01:49:14		Saccade
5568687179	SMP	1	453.27	387.21	00:01:49:15		Fixation
5568719849	SMP	1	453.77	387.92	00:01:49:16		Fixation
5568752974	SMP	1	455.55	386.68	00:01:49:16		Fixation
5568786153	SMP	1	454.83	389.00	00:01:49:17		Fixation
5568820770	SMP	1	455.99	388.10	00:01:49:18		Fixation
5568852914	SMP	1	448.46	437.53	00:01:49:19		Saccade
5568886289	SMP	1	463.17	508.99	00:01:49:19		Saccade
5568919099	SMP	1	464.33	506.66	00:01:49:19		Saccade
5568952518	SMP	1	466.22	507.09	00:01:49:21		Fixation
5568985954	SMP	1	467.84	507.51	00:01:49:22		Fixation
5569053104	SMP	1	467.92	506.04	00:01:50:00		Fixation
5569085821	SMP	1	468.94	522.93	00:01:50:00		Saccade
5569119010	SMP	1	480.43	571.23	00:01:50:01		Saccade
5569152537	SMP	1	482.04	572.07	00:01:50:02		Fixation
5569185212	SMP	1	482.53	569.21	00:01:50:03		Fixation
5569219030	SMP	1	475.85	571.04	00:01:50:03		Fixation
5569251860	SMP	1	475.63	571.68	00:01:50:04		Saccade
5569285275	SMP	1	472.58	675.45	00:01:50:05		Saccade
5569319141	SMP	1	486.17	691.53	00:01:50:06		Fixation
5569351955	SMP	1	479.67	691.91	00:01:50:06		Fixation
5569385027	SMP	1	479.99	692.08	00:01:50:07		Blink
5569418629	SMP	1	479.71	691.61	00:01:50:09		Blink
5569451769	SMP	1	485.65	696.01	00:01:50:09		Blink
5569485622	SMP	1	487.50	735.57	00:01:50:10		Blink
5569518177	SMP	1	487.99	734.64	00:01:50:11		Blink
5569551495	SMP	1	495.87	737.90	00:01:50:12		Blink
5569585215	SMP	1	496.20	738.46	00:01:50:12		Blink
5569617816	SMP	1	475.43	562.60	00:01:50:13		Blink
5569652446	SMP	1	437.56	366.94	00:01:50:14		Blink
5569685011	SMP	1	434.95	373.01	00:01:50:14		Fixation
5569719003	SMP	1	433.50	368.77	00:01:50:15		Fixation
5569751512	SMP	1	432.49	368.72	00:01:50:16		Fixation
5569784864	SMP	1	434.26	364.13	00:01:50:17		Fixation
5569818168	SMP	1	433.24	364.26	00:01:50:17		Fixation
5569851232	SMP	1	433.52	363.14	00:01:50:19		Fixation
5569885161	SMP	1	433.16	361.35	00:01:50:20		Saccade
5569917745	SMP	1	422.32	368.02	00:01:50:20		Saccade
5569950658	SMP	1	422.63	368.74	00:01:50:21		Fixation
5569984083	SMP	1	424.00	368.36	00:01:50:22		Fixation
5570017376	SMP	1	423.81	367.68	00:01:50:23		Fixation
5570050941	SMP	1	424.02	368.12	00:01:50:23		Saccade
5570083914	SMP	1	425.04	346.06	00:01:51:00		Saccade
5570117563	SMP	1	422.56	346.55	00:01:51:01		Blink
5570150483	SMP	1	423.71	345.32	00:01:51:02		Blink
5570183598	SMP	1	423.35	346.40	00:01:51:02		Blink
5570216852	SMP	1	430.88	367.75	00:01:51:03		Blink
5570250295	SMP	1	0.00	0.00	00:01:51:04		Blink
5570317527	SMP	1	419.48	417.57	00:01:51:06		Blink
5570350214	SMP	1	430.82	398.05	00:01:51:07		Blink
5570384496	SMP	1	431.78	401.89	00:01:51:08		Blink
5570416834	SMP	1	431.10	399.57	00:01:51:08		Blink
5570449948	SMP	1	430.41	400.85	00:01:51:09		Blink
5570483628	SMP	1	425.97	402.75	00:01:51:10		Fixation
5570516410	SMP	1	425.91	403.53	00:01:51:11		Fixation
5570549569	SMP	1	427.16	398.91	00:01:51:11		Fixation
5570583124	SMP	1	427.36	399.02	00:01:51:11		Fixation
5570616230	SMP	1	427.77	399.37	00:01:51:13		Fixation
5570650009	SMP	1	425.16	404.82	00:01:51:13		Fixation
5570682673	SMP	1	427.17	402.14	00:01:51:15		Fixation
5570716319	SMP	1	428.96	402.91	00:01:51:15		Fixation
5570749166	SMP	1	429.46	413.24	00:01:51:16		Saccade
5570782865	SMP	1	437.12	526.49	00:01:51:17		Saccade
5570815913	SMP	1	436.41	523.45	00:01:51:18		Fixation
5570849758	SMP	1	436.65	522.70	00:01:51:19		Fixation
5570882408	SMP	1	436.02	520.50	00:01:51:19		Fixation
5570915708	SMP	1	435.86	522.40	00:01:51:20		Fixation
5570949446	SMP	1	435.50	522.87	00:01:51:21		Fixation
5570982824	SMP	1	435.94	520.60	00:01:51:22		Fixation
5571015682	SMP	1	436.82	520.00	00:01:51:22		Fixation
5571048677	SMP	1	445.00	553.36	00:01:51:23		Saccade
5571082170	SMP	1	446.12	604.46	00:01:52:00		Saccade
5571115254	SMP	1	453.17	601.75	00:01:52:01		Fixation
5571148766	SMP	1	454.56	599.31	00:01:52:02		Fixation
5571181932	SMP	1	454.64	595.99	00:01:52:03		Fixation
5571215379	SMP	1	456.67	596.07	00:01:52:04		Fixation
5571249080	SMP	1	455.67	593.50	00:01:52:04		Fixation
5571281963	SMP	1	456.23	592.14	00:01:52:05		Saccade
5571315239	SMP	1	453.67	611.47	00:01:52:06		Saccade
5571350803	SMP	1	454.17	618.93	00:01:52:07		Saccade
5571414711	SMP	1	455.02	617.36	00:01:52:07		Blink
5571448282	SMP	1	454.99	613.77	00:01:52:08		Blink
5571481372	SMP	1	460.87	609.42	00:01:52:09		Blink
5571515248	SMP	1	504.07	711.03	00:01:52:11		Blink
5571581222	SMP	1	486.21	714.22	00:01:52:12		Blink
5571614640	SMP	1	489.99	712.79	00:01:52:13		Blink
5571648098	SMP	1	492.14	712.88	00:01:52:14		Blink
5571681290	SMP	1	495.23	714.30	00:01:52:15		Blink
5571714209	SMP	1	476.84	562.53	00:01:52:15		Blink
5571747681	SMP	1	428.05	381.71	00:01:52:16		Blink
5571780882	SMP	1	453.62	349.49	00:01:52:17		Blink
5571814254	SMP	1	451.96	340.29	00:01:52:18		Blink
5571847995	SMP	1	448.75	346.30	00:01:52:18		Blink
5571881787	SMP	1	447.89	343.46	00:01:52:19		Blink
5571914422	SMP	1	460.14	341.65	00:01:52:20		Blink
5571947223	SMP	1	468.10	338.77	00:01:52:21		Fixation
5571980942	SMP	1	467.70	314.16	00:01:52:22		Fixation
5572014059	SMP	1	467.03	311.17	00:01:52:23		Fixation
5572047104	SMP	1	463.88	313.34	00:01:52:23		Fixation
5572080815	SMP	1	466.56	313.92	00:01:53:00		Fixation
5572114123	SMP	1	464.34	315.44	00:01:53:01		Fixation
5572146853	SMP	1	468.60	312.62	00:01:53:02		Fixation
5572180281	SMP	1	465.07	342.76	00:01:53:03		Saccade
5572213510	SMP	1	477.29	453.20	00:01:53:03		Saccade
5572246609	SMP	1	477.83	452.92	00:01:53:03		Saccade
5572279932	SMP	1	474.82	452.24	00:01:53:04		Fixation
5572313347	SMP	1	475.84	450.99	00:01:53:06		Fixation
5572350300	SMP	1	476.88	451.66	00:01:53:06		Fixation
5572415635	SMP	1	474.18	455.67	00:01:53:08		Saccade
5572446330	SMP	1	485.15	549.52	00:01:53:09		Saccade
5572480731	SMP	1	485.32	544.73	00:01:53:10		Fixation
5572513409	SMP	1	484.09	543.66	00:01:53:11		Fixation
5572546452	SMP	1	482.83	543.72	00:01:53:11		Fixation
5572579508	SMP	1	482.90	544.48	00:01:53:12		Fixation
5572613540	SMP	1	488.68	547.37	00:01:53:13		Fixation
5572646244	SMP	1	504.35	581.32	00:01:53:14		Blink
5572712618	SMP	1	505.08	581.55	00:01:53:15		Blink
5572745932	SMP	1	505.54	582.15	00:01:53:16		Blink
5572779028	SMP	1	580.68	893.84	00:01:53:17		Blink
5572812326	SMP	1	187.29	1127.63	00:01:53:18		Blink
5572846640	SMP	1	516.08	653.62	00:01:53:19		Blink
5572879645	SMP	1	506.70	621.20	00:01:53:19		Blink
5572912087	SMP	1	511.06	634.64	00:01:53:20		Blink
5572946302	SMP	1	506.26	637.71	00:01:53:21		Blink
5572979127	SMP	1	505.71	637.40	00:01:53:22		Fixation
5573012917	SMP	1	506.55	638.88	00:01:53:22		Fixation
5573045258	SMP	1	506.94	638.28	00:01:53:23		Fixation
5573079065	SMP	1	511.50	647.92	00:01:53:23		Saccade
5573112359	SMP	1	512.82	749.31	00:01:54:00		Saccade
5573145236	SMP	1	514.71	746.09	00:01:54:01		Fixation
5573179243	SMP	1	510.83	744.96	00:01:54:02		Fixation
5573212314	SMP	1	510.47	746.56	00:01:54:03		Fixation
5573245170	SMP	1	508.91	746.84	00:01:54:04		Saccade
5573312529	SMP	1	498.39	549.54	00:01:54:06		Saccade
5573345086	SMP	1	502.52	545.64	00:01:54:07		Fixation
5573380314	SMP	1	495.16	540.06	00:01:54:07		Fixation
5573411315	SMP	1	492.74	539.51	00:01:54:08		Fixation
5573444595	SMP	1	494.10	536.32	00:01:54:09		Saccade
5573511566	SMP	1	496.15	484.40	00:01:54:10		Saccade
5573544818	SMP	1	496.42	483.67	00:01:54:11		Fixation
5573577814	SMP	1	495.11	480.38	00:01:54:12		Fixation
5573611068	SMP	1	494.95	479.35	00:01:54:13		Fixation
5573644816	SMP	1	492.74	424.27	00:01:54:14		Saccade
5573677441	SMP	1	487.16	361.64	00:01:54:15		Saccade
5573711150	SMP	1	486.42	360.49	00:01:54:15		Saccade
5573743938	SMP	1	487.29	355.01	00:01:54:16		Fixation
5573777347	SMP	1	486.37	355.63	00:01:54:17		Fixation
5573810543	SMP	1	484.93	355.77	00:01:54:18		Fixation
5573843916	SMP	1	483.70	355.79	00:01:54:18		Fixation
5573877248	SMP	1	485.01	349.88	00:01:54:19		Saccade
5573910665	SMP	1	484.06	308.07	00:01:54:19		Saccade
5573943854	SMP	1	482.62	308.97	00:01:54:20		Fixation
5573977159	SMP	1	482.64	309.94	00:01:54:21		Fixation
5574010323	SMP	1	483.04	308.88	00:01:54:22		Fixation
5574043517	SMP	1	483.04	308.99	00:01:54:23		Fixation
5574078486	SMP	1	483.13	309.04	00:01:55:00		Fixation
5574110322	SMP	1	483.96	309.84	00:01:55:01		Fixation
5574143973	SMP	1	485.25	309.98	00:01:55:02		Fixation
5574177165	SMP	1	484.84	310.15	00:01:55:03		Fixation
5574210821	SMP	1	484.17	309.59	00:01:55:03		Saccade
5574276519	SMP	1	476.20	515.08	00:01:55:05		Saccade
5574310246	SMP	1	491.22	519.73	00:01:55:06		Saccade
5574343574	SMP	1	477.10	510.87	00:01:55:06		Blink
5574376528	SMP	1	476.34	512.22	00:01:55:07		Blink
5574409545	SMP	1	476.46	511.23	00:01:55:08		Blink
5574443829	SMP	1	484.81	531.70	00:01:55:09		Blink
5574476264	SMP	1	-553.27	3004.40	00:01:55:10		Blink
5574509822	SMP	1	499.28	589.00	00:01:55:11		Blink
5574542709	SMP	1	488.77	557.77	00:01:55:11		Blink
5574575961	SMP	1	496.06	570.08	00:01:55:12		Blink
5574609465	SMP	1	489.02	567.24	00:01:55:13		Blink
5574642561	SMP	1	495.17	568.47	00:01:55:14		Saccade
5574676194	SMP	1	488.54	569.63	00:01:55:14		Saccade
5574709047	SMP	1	489.90	570.69	00:01:55:15		Fixation
5574742329	SMP	1	490.00	570.44	00:01:55:15		Fixation
5574775744	SMP	1	493.15	574.35	00:01:55:16		Saccade
5574809128	SMP	1	503.36	613.42	00:01:55:18		Saccade
5574843772	SMP	1	504.25	613.80	00:01:55:18		Fixation
5574875467	SMP	1	505.21	613.62	00:01:55:19		Fixation
5574908723	SMP	1	505.24	614.95	00:01:55:20		Fixation
5574941891	SMP	1	506.31	609.88	00:01:55:21		Saccade
5574975727	SMP	1	514.27	709.86	00:01:55:21		Saccade
5575008343	SMP	1	514.60	713.09	00:01:55:22		Fixation
5575041728	SMP	1	514.79	711.68	00:01:55:23		Fixation
5575075843	SMP	1	514.72	710.66	00:01:56:00		Fixation
5575108290	SMP	1	513.67	709.86	00:01:56:01		Fixation
5575142218	SMP	1	513.15	711.94	00:01:56:02		Saccade
5575175712	SMP	1	516.10	655.13	00:01:56:02		Saccade
5575208057	SMP	1	514.16	641.29	00:01:56:03		Fixation
5575241999	SMP	1	510.78	641.34	00:01:56:04		Fixation
5575275915	SMP	1	510.21	638.18	00:01:56:05		Fixation
5575307966	SMP	1	509.95	639.03	00:01:56:06		Fixation
5575341419	SMP	1	510.24	637.67	00:01:56:06		Saccade
5575374493	SMP	1	483.50	581.68	00:01:56:07		Saccade
5575408120	SMP	1	482.91	555.25	00:01:56:08		Blink
5575441389	SMP	1	481.68	553.56	00:01:56:09		Blink
5575507638	SMP	1	484.24	558.40	00:01:56:10		Blink
5575541598	SMP	1	-664.96	3329.58	00:01:56:11		Blink
5575574721	SMP	1	490.83	576.11	00:01:56:11		Blink
5575607460	SMP	1	479.75	542.67	00:01:56:12		Blink
5575640987	SMP	1	487.71	554.63	00:01:56:13		Blink
5575707614	SMP	1	483.00	564.97	00:01:56:15		Blink
5575740948	SMP	1	492.08	635.96	00:01:56:16		Blink
5575773842	SMP	1	492.17	636.15	00:01:56:17		Blink
5575807016	SMP	1	487.12	638.04	00:01:56:17		Blink
5575840516	SMP	1	487.40	637.63	00:01:56:18		Blink
5575873848	SMP	1	628.18	1255.94	00:01:56:19		Blink
5575907061	SMP	1	493.67	695.57	00:01:56:20		Blink
5575940541	SMP	1	495.67	720.21	00:01:56:21		Blink
5575973462	SMP	1	501.24	721.64	00:01:56:21		Blink
5576007081	SMP	1	498.12	718.44	00:01:56:22		Blink
5576040905	SMP	1	498.55	720.12	00:01:56:23		Blink
5576073504	SMP	1	498.97	722.70	00:01:57:00		Saccade
5576106613	SMP	1	490.96	522.39	00:01:57:01		Saccade
5576140791	SMP	1	457.57	383.16	00:01:57:02		Fixation
5576173409	SMP	1	461.23	386.32	00:01:57:02		Fixation
5576206431	SMP	1	462.92	383.85	00:01:57:03		Fixation
5576240062	SMP	1	464.17	383.05	00:01:57:04		Fixation
5576272829	SMP	1	465.30	372.33	00:01:57:05		Fixation
5576306863	SMP	1	463.38	321.41	00:01:57:06		Blink
5576339871	SMP	1	462.81	325.82	00:01:57:06		Blink
5576372796	SMP	1	464.43	324.49	00:01:57:07		Blink
5576406515	SMP	1	466.10	333.24	00:01:57:07		Blink
5576439407	SMP	1	0.00	0.00	00:01:57:08		Blink
5576473495	SMP	1	-535.38	757.17	00:01:57:09		Blink
5576539290	SMP	1	474.51	383.18	00:01:57:11		Blink
5576572910	SMP	1	466.18	394.05	00:01:57:12		Blink
5576605726	SMP	1	466.11	392.36	00:01:57:13		Blink
5576639274	SMP	1	463.00	395.54	00:01:57:13		Fixation
5576672223	SMP	1	463.27	393.98	00:01:57:14		Fixation
5576705891	SMP	1	462.83	393.20	00:01:57:15		Fixation
5576739449	SMP	1	461.95	393.70	00:01:57:16		Saccade
5576773062	SMP	1	465.56	463.27	00:01:57:17		Saccade
5576805910	SMP	1	466.57	464.32	00:01:57:17		Fixation
5576838622	SMP	1	465.65	465.84	00:01:57:18		Fixation
5576871928	SMP	1	463.24	469.01	00:01:57:19		Fixation
5576906126	SMP	1	465.74	466.75	00:01:57:20		Fixation
5576938560	SMP	1	466.21	471.54	00:01:57:21		Fixation
5576971832	SMP	1	466.90	472.91	00:01:57:22		Fixation
5577005521	SMP	1	465.04	471.06	00:01:57:22		Saccade
5577038275	SMP	1	470.34	370.32	00:01:57:23		Saccade
5577071745	SMP	1	464.02	349.76	00:01:58:00		Fixation
5577105222	SMP	1	463.54	348.50	00:01:58:01		Fixation
5577138086	SMP	1	462.79	347.10	00:01:58:01		Fixation
5577171473	SMP	1	461.03	346.42	00:01:58:02		Fixation
5577205048	SMP	1	461.83	345.24	00:01:58:03		Fixation
5577238073	SMP	1	462.64	343.72	00:01:58:03		Fixation
5577271496	SMP	1	462.26	340.82	00:01:58:04		Fixation
5577305066	SMP	1	461.66	337.61	00:01:58:05		Saccade
5577338674	SMP	1	464.17	388.38	00:01:58:06		Saccade
5577371433	SMP	1	466.05	538.19	00:01:58:07		Saccade
5577404297	SMP	1	485.96	544.04	00:01:58:08		Fixation
5577437681	SMP	1	486.74	543.36	00:01:58:09		Fixation
5577471412	SMP	1	467.99	532.66	00:01:58:09		Fixation
5577504008	SMP	1	468.61	531.98	00:01:58:10		Fixation
5577537936	SMP	1	468.66	530.05	00:01:58:11		Fixation
5577571356	SMP	1	468.37	530.21	00:01:58:12		Fixation
5577604007	SMP	1	469.01	564.82	00:01:58:12		Saccade
5577637674	SMP	1	472.88	609.83	00:01:58:13		Saccade
5577672128	SMP	1	471.19	606.79	00:01:58:14		Fixation
5577704205	SMP	1	470.71	604.96	00:01:58:15		Fixation
5577737169	SMP	1	470.59	603.83	00:01:58:16		Fixation
5577770888	SMP	1	470.27	605.81	00:01:58:17		Fixation
5577803860	SMP	1	470.88	605.16	00:01:58:18		Fixation
5577837019	SMP	1	471.24	629.34	00:01:58:18		Saccade
5577871776	SMP	1	478.08	717.70	00:01:58:19		Saccade
5577904025	SMP	1	482.72	713.32	00:01:58:20		Fixation
5577936806	SMP	1	478.12	713.40	00:01:58:21		Fixation
5577969968	SMP	1	476.86	714.50	00:01:58:21		Blink
5578003269	SMP	1	478.19	713.67	00:01:58:22		Blink
5578036907	SMP	1	476.96	715.36	00:01:58:23		Blink
5578070382	SMP	1	477.50	713.66	00:01:58:23		Blink
5578103118	SMP	1	509.01	718.10	00:01:59:00		Blink
5578136619	SMP	1	456.28	459.62	00:01:59:01		Blink
5578169938	SMP	1	427.03	329.64	00:01:59:02		Blink
5578203054	SMP	1	426.69	331.80	00:01:59:03		Blink
5578236888	SMP	1	426.96	325.90	00:01:59:04		Blink
5578269618	SMP	1	427.77	326.24	00:01:59:05		Fixation
5578302919	SMP	1	425.74	325.97	00:01:59:05		Fixation
5578336731	SMP	1	429.06	319.49	00:01:59:06		Fixation
5578369482	SMP	1	428.22	319.56	00:01:59:07		Fixation
5578403240	SMP	1	428.00	326.12	00:01:59:08		Saccade
5578436194	SMP	1	434.50	354.98	00:01:59:08		Saccade
5578469589	SMP	1	434.54	352.88	00:01:59:09		Fixation
5578502531	SMP	1	432.36	356.50	00:01:59:10		Fixation
5578536573	SMP	1	433.34	355.16	00:01:59:11		Fixation
