5.459078e+09,510.68,517.5
5.459119e+09,512.87,517.28
5.459144e+09,515.6,521.46
5.459178e+09,523.28,515.98
5.459216e+09,523.85,515.46
5.45925e+09,577.06,561.3
5.459285e+09,591.99,576.52
5.459345e+09,594.42,576.92
5.459377e+09,599.01,575.1
5.459411e+09,599.68,574.6
5.459444e+09,597.62,575.35
5.459478e+09,604.06,579.91
5.459512e+09,661.47,553.28
5.459544e+09,694.32,540.99
5.459577e+09,706.9,541.04
5.459611e+09,713.96,546.16
5.459643e+09,725.53,545.74
5.459677e+09,730.22,549.32
5.45971e+09,732.1,545.39
5.459744e+09,734.6,547.02
5.459777e+09,737.87,549.71
5.45981e+09,746.82,534.59
5.459844e+09,756.72,527.67
5.459877e+09,757.75,527.99
5.45991e+09,761.36,522.67
5.459943e+09,760.98,528.99
5.459977e+09,759.65,528.85
5.460009e+09,728.09,551.08
5.460043e+09,654.58,640.04
5.460076e+09,664.52,618.04
5.460109e+09,660.57,609.11
5.460142e+09,660.39,599.1
5.460176e+09,658.86,600.59
5.460209e+09,660.22,583.11
5.460242e+09,655.31,581.76
5.460276e+09,652.55,578.92
5.460309e+09,655.62,579.96
5.460342e+09,688.32,617.85
5.460375e+09,680.75,622.84
5.460409e+09,673.8,628
5.460442e+09,680.55,624.84
5.460476e+09,674.41,622.1
5.460508e+09,673.66,624.72
5.460542e+09,672.3,624.09
5.460575e+09,670.02,619.67
5.460608e+09,670.94,618.23
5.460642e+09,679.05,589.82
5.460676e+09,677.95,590.4
5.460742e+09,674.1,586.57
5.460775e+09,674.73,585.43
5.460808e+09,673.22,583.85
5.460842e+09,673.08,580.93
5.460875e+09,673.11,580.85
5.460908e+09,681.57,602.88
5.460975e+09,691.93,638.04
5.461008e+09,690.76,637.15
5.461041e+09,689.95,637.63
5.461074e+09,689.41,639.97
5.461108e+09,668.17,644.7
5.461141e+09,664.95,645.43
5.461174e+09,665.19,646.86
5.461207e+09,663.92,645.86
5.461242e+09,662.01,643.75
5.461274e+09,660.42,648.44
5.461307e+09,646.97,687.54
5.46134e+09,647.16,686.62
5.461373e+09,648.42,684.3
5.461407e+09,604.02,628.61
5.46144e+09,604.15,759.92
5.461474e+09,526.96,518.23
5.461508e+09,530.06,526.04
5.46154e+09,531.3,525.17
5.461573e+09,531.34,521.86
5.461607e+09,530.88,523.96
5.46164e+09,545.23,571.03
5.461673e+09,544.29,566.81
5.461707e+09,541.23,575.13
5.46174e+09,543.98,572.07
5.461773e+09,543.47,572.93
5.461807e+09,543.81,570.12
5.461841e+09,545.02,574.14
5.461873e+09,537.76,545.83
5.461906e+09,540.33,535.09
5.461939e+09,545.91,534.81
5.461973e+09,547.86,535.25
5.462006e+09,549.63,536.2
5.462039e+09,551.51,506.01
5.462073e+09,552.44,507.4
5.462139e+09,554.01,502.86
5.462172e+09,552.69,505.23
5.462206e+09,552.22,504.17
5.46224e+09,550.66,503.43
5.462272e+09,649.57,508.63
5.462306e+09,755.81,538.4
5.462339e+09,759.06,527.04
5.462372e+09,760.01,520.17
5.462405e+09,766.22,518.62
5.462439e+09,769.68,514.93
5.462472e+09,789.09,518.36
5.462505e+09,828.97,519.1
5.462539e+09,828,517.54
5.462572e+09,823.58,513.23
5.462605e+09,817.55,539.81
5.462638e+09,0,0
5.462673e+09,0,0
5.462705e+09,5047.91,-1490.99
5.462738e+09,743.12,542.21
5.462771e+09,725.9,528.22
5.462805e+09,709.81,539.36
5.462838e+09,699.4,541.71
5.462871e+09,585.92,561.29
5.462905e+09,469.89,570.31
5.462938e+09,484.69,563.16
5.462971e+09,488.32,564.85
5.463004e+09,491.49,563.25
5.463037e+09,493.86,566.33
5.463071e+09,492.27,569.7
5.463104e+09,491.61,572.59
5.463138e+09,495.07,574.74
5.463171e+09,499.03,574.57
5.463204e+09,498.97,577.5
5.463238e+09,504.72,573.84
5.463271e+09,509.04,571.89
5.463304e+09,514.39,568.38
5.463337e+09,513.56,567.85
5.46337e+09,519.1,571.42
5.463404e+09,520.14,573.11
5.463438e+09,466.64,541.52
5.46347e+09,468.72,541.29
5.463504e+09,469.1,536.27
5.463537e+09,468.95,536.37
5.46357e+09,471.45,534.46
5.463603e+09,485.12,539.65
5.463636e+09,484.33,537.74
5.463669e+09,488.54,535.79
5.463703e+09,488.64,537.1
5.463736e+09,502.43,535.66
5.46377e+09,554.08,550.93
5.463803e+09,553.83,550.84
5.463836e+09,559.37,548.43
5.463869e+09,564.19,547.42
5.463903e+09,570.59,548.78
5.463937e+09,738.18,565.65
5.463969e+09,760.36,557.74
5.46401e+09,762.79,553.55
5.464069e+09,765.11,546.2
5.464103e+09,766.4,543.2
5.464136e+09,673.4,589.91
5.464169e+09,679.25,590.57
5.464202e+09,685.15,587.72
5.464235e+09,690.38,580.81
5.464269e+09,694.57,578.9
5.464302e+09,673.36,578.69
5.464335e+09,554.57,574.51
5.464368e+09,564.51,568.77
5.464403e+09,570.05,567.53
5.464435e+09,579.36,562.78
5.464503e+09,553.02,548.02
5.464535e+09,561.03,539.7
5.464568e+09,562.71,533.37
5.464602e+09,573.83,520.56
5.464635e+09,573.98,519.63
5.464668e+09,-1905.05,4936.39
5.464701e+09,569.42,503.18
5.464735e+09,571.05,476.3
5.464768e+09,576.65,478.16
5.464803e+09,584.09,485.67
5.464834e+09,595.4,519.79
5.464868e+09,597.65,509.15
5.464901e+09,598.28,500.57
5.464935e+09,595.89,492.03
5.465e+09,604.97,534.69
5.465035e+09,600.06,530.68
5.465068e+09,603.03,532.44
5.465101e+09,-2843.35,4502.05
5.465134e+09,612,341
5.465169e+09,623.61,611.69
5.465202e+09,610.51,593.33
5.465239e+09,609.9,594.97
5.465267e+09,606.68,594.59
5.465301e+09,606.08,591.17
5.465333e+09,602.53,588.99
5.465367e+09,602.62,627.12
5.465404e+09,602.06,630.61
5.465434e+09,602.04,627.9
5.465467e+09,602.11,627.27
5.4655e+09,600.45,627.22
5.465534e+09,598.02,626.16
5.465567e+09,595.46,623.47
5.465601e+09,605.85,686.26
5.465633e+09,606.82,714.71
5.465666e+09,601.39,715.16
5.4657e+09,600.22,711.86
5.465733e+09,603.99,715.25
5.465766e+09,602.67,715.07
5.4658e+09,598.64,721.06
5.465832e+09,598.14,719.4
5.465866e+09,550.69,438.53
5.465899e+09,550.12,355.95
5.465933e+09,550.96,362.06
5.465967e+09,549,366.77
5.466e+09,554.07,368.22
5.466032e+09,555.92,369.35
5.466065e+09,557.24,369.18
5.466099e+09,558.51,375.9
5.466132e+09,564.73,397.31
5.466166e+09,564.9,392.25
5.466199e+09,566.95,412.43
5.466232e+09,0,0
5.466265e+09,826.95,1030.04
5.466299e+09,563.88,497.43
5.466332e+09,565.55,494.08
5.466365e+09,564.28,494.22
5.466399e+09,561.17,494.15
5.466432e+09,560.65,494.64
5.466465e+09,561.25,493.62
5.466499e+09,559.68,493.86
5.466531e+09,561.34,502.56
5.466565e+09,564.8,563.35
5.466598e+09,566.13,559.74
5.466632e+09,568.92,560.48
5.466664e+09,570.18,561.88
5.466698e+09,569.48,559.06
5.466731e+09,569.1,570.32
5.466765e+09,583.21,688.73
5.466797e+09,578.98,687.86
5.466832e+09,585.54,683.71
5.466864e+09,581.24,687.34
5.466898e+09,586.25,687.7
5.466931e+09,586.03,690.26
5.466965e+09,586.98,689.46
5.466998e+09,590.36,729.56
5.46703e+09,591.55,756.01
5.467064e+09,593.12,756.57
5.467097e+09,591.73,755.68
5.46713e+09,591.68,765.95
5.467164e+09,596.31,794.73
5.467197e+09,597.3,797.54
5.46723e+09,596.35,789.84
5.467267e+09,564.46,462.45
5.46733e+09,539.09,377.63
5.467364e+09,537.94,379.88
5.467397e+09,535.7,378.81
5.46743e+09,537.18,380.01
5.467463e+09,539.58,381.05
5.467496e+09,539.33,381.48
5.46753e+09,539.5,381.29
5.467563e+09,539.22,382
5.467596e+09,533.2,440.77
5.46763e+09,534.15,438.53
5.467663e+09,534.2,440.34
5.467696e+09,533.54,437.81
5.467729e+09,533.08,437.54
5.467763e+09,533.34,436.41
5.467796e+09,531.9,435.64
5.467829e+09,536.8,452.06
5.467862e+09,536.94,487.98
5.467896e+09,536.74,485.47
5.467929e+09,537.87,483.72
5.467962e+09,536.42,487.68
5.467995e+09,537.6,529.27
5.468029e+09,540.29,564.87
5.468062e+09,537.6,563.97
5.468095e+09,536.59,565.65
5.468129e+09,537.74,565.96
5.468162e+09,536.74,564.23
5.468195e+09,536.17,565.72
5.468228e+09,534.83,603.55
5.468262e+09,541.71,749.8
5.468295e+09,548.94,737.16
5.468328e+09,554.3,736.26
5.468362e+09,556.4,735.68
5.468395e+09,553.54,736.72
5.468428e+09,552.97,737.58
5.468461e+09,556.68,736.42
5.468495e+09,553.35,736.12
5.468528e+09,573,790.25
5.468562e+09,564.28,832.09
5.468595e+09,564.7,830.42
5.468628e+09,565.51,833.62
5.468661e+09,566.01,832.41
5.468695e+09,562.79,696.36
5.468728e+09,557.02,606.68
5.468761e+09,556.84,609.16
5.468794e+09,560.41,608.84
5.468828e+09,559.97,606.74
5.468861e+09,558.41,605.4
5.468894e+09,553.88,606.8
5.468928e+09,544.35,557.7
5.468961e+09,543.91,557.58
5.468995e+09,546.23,555.7
5.469027e+09,546.47,552.54
5.469061e+09,524.18,467.02
5.469094e+09,516.42,409.53
5.469127e+09,515.66,410.48
5.46916e+09,515.16,408.52
5.469194e+09,513.94,407.93
5.469227e+09,514.27,408.24
5.46926e+09,513.63,405.29
5.469294e+09,513.89,424.17
5.469327e+09,512.14,462.86
5.46936e+09,510.65,463
5.469393e+09,507.6,459.68
5.469426e+09,508.59,459.5
5.46946e+09,507.73,458.75
5.469493e+09,508.79,458.58
5.469527e+09,506.45,458.83
5.46956e+09,506.47,458.61
5.469593e+09,528.58,544.67
5.469626e+09,529.52,574.9
5.46966e+09,530.09,573.76
5.469726e+09,530.34,573.65
5.469765e+09,530.41,572.09
5.469826e+09,530.09,572.66
5.469862e+09,529.48,573.31
5.469896e+09,530.02,574.11
5.469926e+09,532.75,597.52
5.469959e+09,533.29,596.17
5.469994e+09,533.06,593.74
5.470059e+09,532.28,592.52
5.470092e+09,533.41,589.94
5.470158e+09,537.6,585.08
5.470192e+09,536.28,580.23
5.470225e+09,526.8,600.12
5.470258e+09,518.27,620.18
5.470294e+09,518.96,619.13
5.470325e+09,519.05,617.58
5.470358e+09,517.71,614.16
5.470393e+09,527.02,673.76
5.470426e+09,554.56,714.92
5.470458e+09,530.26,707.69
